ProductKey,ProductItemCode,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status,ProductKey,CustomerKey,SalesOrderNumber,SalesAmount,DateKey,Date,Day,WeekNumber,Month,MonthShort,MonthNumber,Quater,Year
,,,,,,,,,,,483,11499,SO61116,120,,,,,,,,,
,,,,,,,,,,,222,11500,SO52023,34.99,,,,,,,,,
,,,,,,,,,,,537,11500,SO52561,35,,,,,,,,,
,,,,,,,,,,,528,11500,SO52561,4.99,,,,,,,,,
,,,,,,,,,,,217,11500,SO52561,34.99,,,,,,,,,
,,,,,,,,,,,481,11500,SO52561,8.99,,,,,,,,,
,,,,,,,,,,,530,11500,SO56392,4.99,,,,,,,,,
,,,,,,,,,,,529,11500,SO56708,3.99,,,,,,,,,
,,,,,,,,,,,539,11500,SO56708,24.99,,,,,,,,,
,,,,,,,,,,,480,11500,SO56708,2.29,,,,,,,,,
,,,,,,,,,,,476,11500,SO62491,69.99,,,,,,,,,
,,,,,,,,,,,467,11500,SO62491,24.49,,,,,,,,,
,,,,,,,,,,,536,11500,SO62710,29.99,,,,,,,,,
,,,,,,,,,,,489,11500,SO63632,53.99,,,,,,,,,
,,,,,,,,,,,529,11500,SO63706,3.99,,,,,,,,,
,,,,,,,,,,,214,11500,SO63706,34.99,,,,,,,,,
,,,,,,,,,,,535,11500,SO64480,24.99,,,,,,,,,
,,,,,,,,,,,479,11500,SO68343,8.99,,,,,,,,,
,,,,,,,,,,,477,11500,SO68343,4.99,,,,,,,,,
,,,,,,,,,,,538,11500,SO68830,21.49,,,,,,,,,
,,,,,,,,,,,225,11500,SO68830,8.99,,,,,,,,,
,,,,,,,,,,,530,11500,SO71708,4.99,,,,,,,,,
,,,,,,,,,,,225,11500,SO71708,8.99,,,,,,,,,
,,,,,,,,,,,237,11500,SO71708,49.99,,,,,,,,,
,,,,,,,,,,,529,11500,SO72874,3.99,,,,,,,,,
,,,,,,,,,,,539,11500,SO72874,24.99,,,,,,,,,
,,,,,,,,,,,231,11500,SO72874,49.99,,,,,,,,,
,,,,,,,,,,,529,11500,SO73120,3.99,,,,,,,,,
,,,,,,,,,,,487,11500,SO73120,54.99,,,,,,,,,
,,,,,,,,,,,484,11500,SO74031,7.95,,,,,,,,,
,,,,,,,,,,,480,11500,SO74536,2.29,,,,,,,,,
,,,,,,,,,,,529,11501,SO55102,3.99,,,,,,,,,
,,,,,,,,,,,480,11501,SO55102,2.29,,,,,,,,,
,,,,,,,,,,,528,11501,SO55107,4.99,,,,,,,,,
,,,,,,,,,,,536,11501,SO55107,29.99,,,,,,,,,
,,,,,,,,,,,485,11501,SO55107,21.98,,,,,,,,,
,,,,,,,,,,,214,11501,SO55107,34.99,,,,,,,,,
,,,,,,,,,,,530,11501,SO55697,4.99,,,,,,,,,
,,,,,,,,,,,535,11501,SO56869,24.99,,,,,,,,,
,,,,,,,,,,,530,11501,SO61982,4.99,,,,,,,,,
,,,,,,,,,,,487,11501,SO61982,54.99,,,,,,,,,
,,,,,,,,,,,477,11501,SO64178,4.99,,,,,,,,,
,,,,,,,,,,,479,11501,SO64178,8.99,,,,,,,,,
,,,,,,,,,,,222,11501,SO64178,34.99,,,,,,,,,
,,,,,,,,,,,490,11501,SO64313,53.99,,,,,,,,,
,,,,,,,,,,,225,11501,SO64313,8.99,,,,,,,,,
,,,,,,,,,,,222,11501,SO67146,34.99,,,,,,,,,
,,,,,,,,,,,529,11501,SO68484,3.99,,,,,,,,,
,,,,,,,,,,,538,11501,SO68484,21.49,,,,,,,,,
,,,,,,,,,,,217,11501,SO68484,34.99,,,,,,,,,
,,,,,,,,,,,529,11501,SO68967,3.99,,,,,,,,,
,,,,,,,,,,,214,11501,SO68967,34.99,,,,,,,,,
,,,,,,,,,,,465,11501,SO68967,24.49,,,,,,,,,
,,,,,,,,,,,475,11501,SO70396,69.99,,,,,,,,,
,,,,,,,,,,,465,11501,SO70396,24.49,,,,,,,,,
,,,,,,,,,,,539,11501,SO72601,24.99,,,,,,,,,
,,,,,,,,,,,539,11501,SO74042,24.99,,,,,,,,,
,,,,,,,,,,,480,11501,SO74793,2.29,,,,,,,,,
,,,,,,,,,,,483,11501,SO74793,120,,,,,,,,,
,,,,,,,,,,,537,11501,SO74909,35,,,,,,,,,
,,,,,,,,,,,528,11501,SO74909,4.99,,,,,,,,,
,,,,,,,,,,,217,11501,SO74909,34.99,,,,,,,,,
,,,,,,,,,,,473,11501,SO74909,63.5,,,,,,,,,
,,,,,,,,,,,484,11501,SO74913,7.95,,,,,,,,,
,,,,,,,,,,,490,11502,SO51980,53.99,,,,,,,,,
,,,,,,,,,,,529,11502,SO54610,3.99,,,,,,,,,
,,,,,,,,,,,539,11502,SO54610,24.99,,,,,,,,,
,,,,,,,,,,,217,11502,SO54610,34.99,,,,,,,,,
,,,,,,,,,,,488,11502,SO54610,53.99,,,,,,,,,
,,,,,,,,,,,539,11502,SO56654,24.99,,,,,,,,,
,,,,,,,,,,,529,11502,SO56654,3.99,,,,,,,,,
,,,,,,,,,,,217,11502,SO56654,34.99,,,,,,,,,
,,,,,,,,,,,528,11502,SO57567,4.99,,,,,,,,,
,,,,,,,,,,,537,11502,SO57567,35,,,,,,,,,
,,,,,,,,,,,485,11502,SO57567,21.98,,,,,,,,,
,,,,,,,,,,,225,11502,SO57567,8.99,,,,,,,,,
,,,,,,,,,,,475,11502,SO57609,69.99,,,,,,,,,
,,,,,,,,,,,536,11502,SO59723,29.99,,,,,,,,,
,,,,,,,,,,,528,11502,SO59723,4.99,,,,,,,,,
,,,,,,,,,,,217,11502,SO59723,34.99,,,,,,,,,
,,,,,,,,,,,489,11502,SO61928,53.99,,,,,,,,,
,,,,,,,,,,,529,11502,SO64009,3.99,,,,,,,,,
,,,,,,,,,,,490,11502,SO64009,53.99,,,,,,,,,
,,,,,,,,,,,467,11502,SO64009,24.49,,,,,,,,,
,,,,,,,,,,,528,11502,SO64744,4.99,,,,,,,,,
,,,,,,,,,,,535,11502,SO64744,24.99,,,,,,,,,
,,,,,,,,,,,479,11502,SO66375,8.99,,,,,,,,,
,,,,,,,,,,,477,11502,SO66375,4.99,,,,,,,,,
,,,,,,,,,,,222,11502,SO66375,34.99,,,,,,,,,
,,,,,,,,,,,228,11502,SO66375,49.99,,,,,,,,,
,,,,,,,,,,,467,11502,SO66375,24.49,,,,,,,,,
,,,,,,,,,,,530,11502,SO68104,4.99,,,,,,,,,
,,,,,,,,,,,480,11502,SO68104,2.29,,,,,,,,,
,,,,,,,,,,,484,11502,SO68887,7.95,,,,,,,,,
,,,,,,,,,,,217,11502,SO71220,34.99,,,,,,,,,
,,,,,,,,,,,482,11502,SO71220,8.99,,,,,,,,,
,,,,,,,,,,,538,11502,SO74161,21.49,,,,,,,,,
,,,,,,,,,,,529,11502,SO74161,3.99,,,,,,,,,
,,,,,,,,,,,484,11502,SO74161,7.95,,,,,,,,,
,,,,,,,,,,,529,11502,SO74977,3.99,,,,,,,,,
,,,,,,,,,,,222,11502,SO74977,34.99,,,,,,,,,
,,,,,,,,,,,237,11502,SO74977,49.99,,,,,,,,,
,,,,,,,,,,,225,11502,SO74977,8.99,,,,,,,,,
,,,,,,,,,,,530,11502,SO75069,4.99,,,,,,,,,
,,,,,,,,,,,217,11502,SO75069,34.99,,,,,,,,,
,,,,,,,,,,,231,11502,SO75069,49.99,,,,,,,,,
,,,,,,,,,,,225,11502,SO75069,8.99,,,,,,,,,
,,,,,,,,,,,537,11503,SO58675,35,,,,,,,,,
,,,,,,,,,,,463,11503,SO58675,24.49,,,,,,,,,
,,,,,,,,,,,480,11503,SO72596,2.29,,,,,,,,,
,,,,,,,,,,,480,11504,SO57254,2.29,,,,,,,,,
,,,,,,,,,,,528,11504,SO57406,4.99,,,,,,,,,
,,,,,,,,,,,537,11504,SO57406,35,,,,,,,,,
,,,,,,,,,,,480,11504,SO57406,2.29,,,,,,,,,
,,,,,,,,,,,491,11505,SO53142,53.99,,,,,,,,,
,,,,,,,,,,,538,11505,SO54269,21.49,,,,,,,,,
,,,,,,,,,,,480,11505,SO54269,2.29,,,,,,,,,
,,,,,,,,,,,535,11505,SO55104,24.99,,,,,,,,,
,,,,,,,,,,,480,11505,SO55104,2.29,,,,,,,,,
,,,,,,,,,,,530,11505,SO55462,4.99,,,,,,,,,
,,,,,,,,,,,217,11505,SO55462,34.99,,,,,,,,,
,,,,,,,,,,,234,11505,SO55462,49.99,,,,,,,,,
,,,,,,,,,,,463,11505,SO55462,24.49,,,,,,,,,
,,,,,,,,,,,474,11505,SO56084,69.99,,,,,,,,,
,,,,,,,,,,,490,11505,SO56084,53.99,,,,,,,,,
,,,,,,,,,,,528,11505,SO56830,4.99,,,,,,,,,
,,,,,,,,,,,537,11505,SO56830,35,,,,,,,,,
,,,,,,,,,,,222,11505,SO56830,34.99,,,,,,,,,
,,,,,,,,,,,479,11505,SO57244,8.99,,,,,,,,,
,,,,,,,,,,,477,11505,SO57244,4.99,,,,,,,,,
,,,,,,,,,,,225,11505,SO57244,8.99,,,,,,,,,
,,,,,,,,,,,539,11505,SO57857,24.99,,,,,,,,,
,,,,,,,,,,,530,11505,SO59351,4.99,,,,,,,,,
,,,,,,,,,,,480,11505,SO59351,2.29,,,,,,,,,
,,,,,,,,,,,529,11505,SO61552,3.99,,,,,,,,,
,,,,,,,,,,,217,11505,SO61552,34.99,,,,,,,,,
,,,,,,,,,,,237,11505,SO61552,49.99,,,,,,,,,
,,,,,,,,,,,529,11505,SO61866,3.99,,,,,,,,,
,,,,,,,,,,,539,11505,SO61866,24.99,,,,,,,,,
,,,,,,,,,,,217,11505,SO61866,34.99,,,,,,,,,
,,,,,,,,,,,484,11505,SO62089,7.95,,,,,,,,,
,,,,,,,,,,,529,11505,SO65102,3.99,,,,,,,,,
,,,,,,,,,,,231,11505,SO65102,49.99,,,,,,,,,
,,,,,,,,,,,536,11505,SO67864,29.99,,,,,,,,,
,,,,,,,,,,,528,11505,SO67864,4.99,,,,,,,,,
,,,,,,,,,,,480,11505,SO67864,2.29,,,,,,,,,
,,,,,,,,,,,484,11505,SO67864,7.95,,,,,,,,,
,,,,,,,,,,,491,11505,SO71233,53.99,,,,,,,,,
,,,,,,,,,,,225,11505,SO71233,8.99,,,,,,,,,
,,,,,,,,,,,234,11505,SO73791,49.99,,,,,,,,,
,,,,,,,,,,,536,11506,SO54055,29.99,,,,,,,,,
,,,,,,,,,,,528,11506,SO54055,4.99,,,,,,,,,
,,,,,,,,,,,485,11506,SO54055,21.98,,,,,,,,,
,,,,,,,,,,,478,11506,SO54055,9.99,,,,,,,,,
,,,,,,,,,,,477,11506,SO54055,4.99,,,,,,,,,
,,,,,,,,,,,234,11506,SO54055,49.99,,,,,,,,,
,,,,,,,,,,,538,11506,SO55627,21.49,,,,,,,,,
,,,,,,,,,,,529,11506,SO57438,3.99,,,,,,,,,
,,,,,,,,,,,539,11506,SO57438,24.99,,,,,,,,,
,,,,,,,,,,,222,11506,SO57438,34.99,,,,,,,,,
,,,,,,,,,,,488,11506,SO57911,53.99,,,,,,,,,
,,,,,,,,,,,225,11506,SO57911,8.99,,,,,,,,,
,,,,,,,,,,,479,11506,SO58073,8.99,,,,,,,,,
,,,,,,,,,,,477,11506,SO58073,4.99,,,,,,,,,
,,,,,,,,,,,481,11506,SO58073,8.99,,,,,,,,,
,,,,,,,,,,,530,11506,SO59925,4.99,,,,,,,,,
,,,,,,,,,,,479,11506,SO59925,8.99,,,,,,,,,
,,,,,,,,,,,477,11506,SO59925,4.99,,,,,,,,,
,,,,,,,,,,,234,11506,SO61495,49.99,,,,,,,,,
,,,,,,,,,,,528,11506,SO61609,4.99,,,,,,,,,
,,,,,,,,,,,535,11506,SO61609,24.99,,,,,,,,,
,,,,,,,,,,,482,11506,SO61609,8.99,,,,,,,,,
,,,,,,,,,,,529,11506,SO63073,3.99,,,,,,,,,
,,,,,,,,,,,476,11506,SO63083,69.99,,,,,,,,,
,,,,,,,,,,,463,11506,SO63083,24.49,,,,,,,,,
,,,,,,,,,,,490,11506,SO64693,53.99,,,,,,,,,
,,,,,,,,,,,529,11506,SO66035,3.99,,,,,,,,,
,,,,,,,,,,,214,11506,SO66035,34.99,,,,,,,,,
,,,,,,,,,,,537,11506,SO67728,35,,,,,,,,,
,,,,,,,,,,,530,11506,SO68901,4.99,,,,,,,,,
,,,,,,,,,,,222,11506,SO68901,34.99,,,,,,,,,
,,,,,,,,,,,484,11506,SO68954,7.95,,,,,,,,,
,,,,,,,,,,,539,11506,SO74920,24.99,,,,,,,,,
,,,,,,,,,,,529,11506,SO74920,3.99,,,,,,,,,
,,,,,,,,,,,217,11506,SO74920,34.99,,,,,,,,,
,,,,,,,,,,,481,11506,SO74920,8.99,,,,,,,,,
,,,,,,,,,,,529,11507,SO52893,3.99,,,,,,,,,
,,,,,,,,,,,463,11507,SO52893,24.49,,,,,,,,,
,,,,,,,,,,,529,11507,SO56284,3.99,,,,,,,,,
,,,,,,,,,,,539,11507,SO56284,24.99,,,,,,,,,
,,,,,,,,,,,222,11507,SO56284,34.99,,,,,,,,,
,,,,,,,,,,,535,11507,SO56450,24.99,,,,,,,,,
,,,,,,,,,,,528,11507,SO56450,4.99,,,,,,,,,
,,,,,,,,,,,214,11507,SO56450,34.99,,,,,,,,,
,,,,,,,,,,,463,11507,SO56450,24.49,,,,,,,,,
,,,,,,,,,,,529,11507,SO58144,3.99,,,,,,,,,
,,,,,,,,,,,225,11507,SO58144,8.99,,,,,,,,,
,,,,,,,,,,,477,11507,SO58354,4.99,,,,,,,,,
,,,,,,,,,,,479,11507,SO58354,8.99,,,,,,,,,
,,,,,,,,,,,222,11507,SO58354,34.99,,,,,,,,,
,,,,,,,,,,,214,11507,SO58489,34.99,,,,,,,,,
,,,,,,,,,,,484,11507,SO62022,7.95,,,,,,,,,
,,,,,,,,,,,490,11507,SO62484,53.99,,,,,,,,,
,,,,,,,,,,,237,11507,SO62889,49.99,,,,,,,,,
,,,,,,,,,,,539,11507,SO66274,24.99,,,,,,,,,
,,,,,,,,,,,480,11507,SO66274,2.29,,,,,,,,,
,,,,,,,,,,,530,11507,SO66786,4.99,,,,,,,,,
,,,,,,,,,,,536,11507,SO67363,29.99,,,,,,,,,
,,,,,,,,,,,477,11507,SO67363,4.99,,,,,,,,,
,,,,,,,,,,,225,11507,SO67363,8.99,,,,,,,,,
,,,,,,,,,,,537,11507,SO70496,35,,,,,,,,,
,,,,,,,,,,,538,11507,SO72664,21.49,,,,,,,,,
,,,,,,,,,,,480,11507,SO72664,2.29,,,,,,,,,
,,,,,,,,,,,475,11507,SO73280,69.99,,,,,,,,,
,,,,,,,,,,,234,11507,SO73280,49.99,,,,,,,,,
,,,,,,,,,,,530,11507,SO74856,4.99,,,,,,,,,
,,,,,,,,,,,480,11507,SO74856,2.29,,,,,,,,,
,,,,,,,,,,,528,11508,SO57343,4.99,,,,,,,,,
,,,,,,,,,,,537,11508,SO57343,35,,,,,,,,,
,,,,,,,,,,,217,11508,SO57343,34.99,,,,,,,,,
,,,,,,,,,,,480,11508,SO57967,2.29,,,,,,,,,
,,,,,,,,,,,537,11509,SO63036,35,,,,,,,,,
,,,,,,,,,,,480,11509,SO63036,2.29,,,,,,,,,
,,,,,,,,,,,486,11509,SO63036,159,,,,,,,,,
,,,,,,,,,,,478,11510,SO54277,9.99,,,,,,,,,
,,,,,,,,,,,477,11510,SO54277,4.99,,,,,,,,,
,,,,,,,,,,,467,11510,SO54277,24.49,,,,,,,,,
,,,,,,,,,,,535,11510,SO57863,24.99,,,,,,,,,
,,,,,,,,,,,528,11510,SO57863,4.99,,,,,,,,,
,,,,,,,,,,,480,11510,SO57863,2.29,,,,,,,,,
,,,,,,,,,,,537,11510,SO70284,35,,,,,,,,,
,,,,,,,,,,,528,11510,SO70284,4.99,,,,,,,,,
,,,,,,,,,,,222,11510,SO70284,34.99,,,,,,,,,
,,,,,,,,,,,463,11510,SO70284,24.49,,,,,,,,,
,,,,,,,,,,,228,11510,SO73728,49.99,,,,,,,,,
,,,,,,,,,,,481,11510,SO73728,8.99,,,,,,,,,
,,,,,,,,,,,530,11510,SO73960,4.99,,,,,,,,,
,,,,,,,,,,,477,11510,SO73960,4.99,,,,,,,,,
,,,,,,,,,,,479,11510,SO73960,8.99,,,,,,,,,
,,,,,,,,,,,482,11510,SO73960,8.99,,,,,,,,,
,,,,,,,,,,,537,11511,SO54354,35,,,,,,,,,
,,,,,,,,,,,357,11512,SO74132,2319.99,,,,,,,,,
,,,,,,,,,,,590,11513,SO59747,769.49,,,,,,,,,
,,,,,,,,,,,528,11513,SO59747,4.99,,,,,,,,,
,,,,,,,,,,,536,11513,SO59747,29.99,,,,,,,,,
,,,,,,,,,,,465,11513,SO59747,24.49,,,,,,,,,
,,,,,,,,,,,222,11513,SO59747,34.99,,,,,,,,,
,,,,,,,,,,,537,11514,SO60806,35,,,,,,,,,
,,,,,,,,,,,528,11514,SO60806,4.99,,,,,,,,,
,,,,,,,,,,,361,11515,SO56525,2294.99,,,,,,,,,
,,,,,,,,,,,485,11515,SO56525,21.98,,,,,,,,,
,,,,,,,,,,,217,11515,SO56525,34.99,,,,,,,,,
,,,,,,,,,,,363,11516,SO60292,2294.99,,,,,,,,,
,,,,,,,,,,,528,11516,SO60292,4.99,,,,,,,,,
,,,,,,,,,,,537,11516,SO60292,35,,,,,,,,,
,,,,,,,,,,,480,11516,SO60292,2.29,,,,,,,,,
,,,,,,,,,,,537,11517,SO60922,35,,,,,,,,,
,,,,,,,,,,,528,11517,SO60922,4.99,,,,,,,,,
,,,,,,,,,,,222,11517,SO60922,34.99,,,,,,,,,
,,,,,,,,,,,465,11517,SO60922,24.49,,,,,,,,,
,,,,,,,,,,,480,11517,SO64805,2.29,,,,,,,,,
,,,,,,,,,,,480,11518,SO69258,2.29,,,,,,,,,
,,,,,,,,,,,484,11518,SO69258,7.95,,,,,,,,,
,,,,,,,,,,,537,11518,SO70560,35,,,,,,,,,
,,,,,,,,,,,485,11518,SO70560,21.98,,,,,,,,,
,,,,,,,,,,,477,11518,SO70560,4.99,,,,,,,,,
,,,,,,,,,,,478,11518,SO70560,9.99,,,,,,,,,
,,,,,,,,,,,484,11519,SO54319,7.95,,,,,,,,,
,,,,,,,,,,,529,11519,SO54440,3.99,,,,,,,,,
,,,,,,,,,,,480,11519,SO54440,2.29,,,,,,,,,
,,,,,,,,,,,484,11519,SO54440,7.95,,,,,,,,,
,,,,,,,,,,,538,11519,SO55885,21.49,,,,,,,,,
,,,,,,,,,,,529,11519,SO55885,3.99,,,,,,,,,
,,,,,,,,,,,214,11519,SO55885,34.99,,,,,,,,,
,,,,,,,,,,,528,11519,SO55887,4.99,,,,,,,,,
,,,,,,,,,,,536,11519,SO55887,29.99,,,,,,,,,
,,,,,,,,,,,480,11519,SO55887,2.29,,,,,,,,,
,,,,,,,,,,,530,11519,SO56390,4.99,,,,,,,,,
,,,,,,,,,,,480,11519,SO56390,2.29,,,,,,,,,
,,,,,,,,,,,225,11519,SO56798,8.99,,,,,,,,,
,,,,,,,,,,,231,11519,SO57318,49.99,,,,,,,,,
,,,,,,,,,,,529,11519,SO58300,3.99,,,,,,,,,
,,,,,,,,,,,480,11519,SO58300,2.29,,,,,,,,,
,,,,,,,,,,,476,11519,SO60585,69.99,,,,,,,,,
,,,,,,,,,,,228,11519,SO60585,49.99,,,,,,,,,
,,,,,,,,,,,222,11519,SO61115,34.99,,,,,,,,,
,,,,,,,,,,,237,11519,SO61115,49.99,,,,,,,,,
,,,,,,,,,,,489,11519,SO61673,53.99,,,,,,,,,
,,,,,,,,,,,539,11519,SO63304,24.99,,,,,,,,,
,,,,,,,,,,,529,11519,SO63304,3.99,,,,,,,,,
,,,,,,,,,,,225,11519,SO63304,8.99,,,,,,,,,
,,,,,,,,,,,228,11519,SO63304,49.99,,,,,,,,,
,,,,,,,,,,,530,11519,SO63305,4.99,,,,,,,,,
,,,,,,,,,,,214,11519,SO63305,34.99,,,,,,,,,
,,,,,,,,,,,535,11519,SO63569,24.99,,,,,,,,,
,,,,,,,,,,,528,11519,SO63569,4.99,,,,,,,,,
,,,,,,,,,,,214,11519,SO63569,34.99,,,,,,,,,
,,,,,,,,,,,481,11519,SO63569,8.99,,,,,,,,,
,,,,,,,,,,,529,11519,SO69259,3.99,,,,,,,,,
,,,,,,,,,,,539,11519,SO69259,24.99,,,,,,,,,
,,,,,,,,,,,217,11519,SO69259,34.99,,,,,,,,,
,,,,,,,,,,,528,11519,SO74579,4.99,,,,,,,,,
,,,,,,,,,,,537,11519,SO74579,35,,,,,,,,,
,,,,,,,,,,,529,11520,SO53143,3.99,,,,,,,,,
,,,,,,,,,,,234,11520,SO53143,49.99,,,,,,,,,
,,,,,,,,,,,482,11520,SO53143,8.99,,,,,,,,,
,,,,,,,,,,,234,11520,SO54675,49.99,,,,,,,,,
,,,,,,,,,,,467,11520,SO54675,24.49,,,,,,,,,
,,,,,,,,,,,537,11520,SO55428,35,,,,,,,,,
,,,,,,,,,,,528,11520,SO55428,4.99,,,,,,,,,
,,,,,,,,,,,214,11520,SO55428,34.99,,,,,,,,,
,,,,,,,,,,,529,11520,SO56282,3.99,,,,,,,,,
,,,,,,,,,,,217,11520,SO56282,34.99,,,,,,,,,
,,,,,,,,,,,465,11520,SO56282,24.49,,,,,,,,,
,,,,,,,,,,,539,11520,SO57436,24.99,,,,,,,,,
,,,,,,,,,,,484,11520,SO58417,7.95,,,,,,,,,
,,,,,,,,,,,530,11520,SO59290,4.99,,,,,,,,,
,,,,,,,,,,,479,11520,SO59290,8.99,,,,,,,,,
,,,,,,,,,,,225,11520,SO60635,8.99,,,,,,,,,
,,,,,,,,,,,536,11520,SO61126,29.99,,,,,,,,,
,,,,,,,,,,,471,11520,SO61126,63.5,,,,,,,,,
,,,,,,,,,,,489,11520,SO62829,53.99,,,,,,,,,
,,,,,,,,,,,225,11520,SO62829,8.99,,,,,,,,,
,,,,,,,,,,,225,11520,SO65968,8.99,,,,,,,,,
,,,,,,,,,,,538,11520,SO65968,21.49,,,,,,,,,
,,,,,,,,,,,217,11520,SO66212,34.99,,,,,,,,,
,,,,,,,,,,,535,11520,SO71716,24.99,,,,,,,,,
,,,,,,,,,,,463,11520,SO71716,24.49,,,,,,,,,
,,,,,,,,,,,529,11520,SO73811,3.99,,,,,,,,,
,,,,,,,,,,,539,11520,SO73811,24.99,,,,,,,,,
,,,,,,,,,,,473,11520,SO73811,63.5,,,,,,,,,
,,,,,,,,,,,530,11520,SO73812,4.99,,,,,,,,,
,,,,,,,,,,,480,11520,SO73812,2.29,,,,,,,,,
,,,,,,,,,,,476,11520,SO74822,69.99,,,,,,,,,
,,,,,,,,,,,237,11520,SO74822,49.99,,,,,,,,,
,,,,,,,,,,,480,11521,SO53884,2.29,,,,,,,,,
,,,,,,,,,,,528,11521,SO70287,4.99,,,,,,,,,
,,,,,,,,,,,537,11521,SO70287,35,,,,,,,,,
,,,,,,,,,,,480,11521,SO70287,2.29,,,,,,,,,
,,,,,,,,,,,361,11522,SO52105,2294.99,,,,,,,,,
,,,,,,,,,,,478,11522,SO52105,9.99,,,,,,,,,
,,,,,,,,,,,477,11522,SO52105,4.99,,,,,,,,,
,,,,,,,,,,,353,11523,SO52828,2319.99,,,,,,,,,
,,,,,,,,,,,485,11523,SO52828,21.98,,,,,,,,,
,,,,,,,,,,,217,11523,SO52828,34.99,,,,,,,,,
,,,,,,,,,,,528,11524,SO65125,4.99,,,,,,,,,
,,,,,,,,,,,537,11524,SO65125,35,,,,,,,,,
,,,,,,,,,,,480,11524,SO68558,2.29,,,,,,,,,
,,,,,,,,,,,355,11525,SO53169,2319.99,,,,,,,,,
,,,,,,,,,,,537,11525,SO53169,35,,,,,,,,,
,,,,,,,,,,,480,11525,SO53169,2.29,,,,,,,,,
,,,,,,,,,,,357,11526,SO52202,2319.99,,,,,,,,,
,,,,,,,,,,,485,11526,SO52202,21.98,,,,,,,,,
,,,,,,,,,,,217,11526,SO52202,34.99,,,,,,,,,
,,,,,,,,,,,480,11527,SO52371,2.29,,,,,,,,,
,,,,,,,,,,,537,11527,SO69831,35,,,,,,,,,
,,,,,,,,,,,480,11527,SO69831,2.29,,,,,,,,,
,,,,,,,,,,,355,11528,SO52998,2319.99,,,,,,,,,
,,,,,,,,,,,485,11528,SO52998,21.98,,,,,,,,,
,,,,,,,,,,,478,11528,SO52998,9.99,,,,,,,,,
,,,,,,,,,,,477,11528,SO52998,4.99,,,,,,,,,
,,,,,,,,,,,467,11528,SO52998,24.49,,,,,,,,,
,,,,,,,,,,,353,11529,SO52267,2319.99,,,,,,,,,
,,,,,,,,,,,485,11529,SO52267,21.98,,,,,,,,,
,,,,,,,,,,,478,11529,SO52267,9.99,,,,,,,,,
,,,,,,,,,,,225,11529,SO52267,8.99,,,,,,,,,
,,,,,,,,,,,477,11529,SO52267,4.99,,,,,,,,,
,,,,,,,,,,,488,11530,SO51887,53.99,,,,,,,,,
,,,,,,,,,,,465,11530,SO51887,24.49,,,,,,,,,
,,,,,,,,,,,225,11530,SO53007,8.99,,,,,,,,,
,,,,,,,,,,,225,11530,SO53200,8.99,,,,,,,,,
,,,,,,,,,,,538,11530,SO53200,21.49,,,,,,,,,
,,,,,,,,,,,539,11530,SO53994,24.99,,,,,,,,,
,,,,,,,,,,,529,11530,SO56283,3.99,,,,,,,,,
,,,,,,,,,,,214,11530,SO56283,34.99,,,,,,,,,
,,,,,,,,,,,530,11530,SO56653,4.99,,,,,,,,,
,,,,,,,,,,,484,11530,SO57308,7.95,,,,,,,,,
,,,,,,,,,,,537,11530,SO58807,35,,,,,,,,,
,,,,,,,,,,,225,11530,SO58807,8.99,,,,,,,,,
,,,,,,,,,,,485,11530,SO58807,21.98,,,,,,,,,
,,,,,,,,,,,539,11530,SO59153,24.99,,,,,,,,,
,,,,,,,,,,,529,11530,SO60974,3.99,,,,,,,,,
,,,,,,,,,,,480,11530,SO60974,2.29,,,,,,,,,
,,,,,,,,,,,536,11530,SO61286,29.99,,,,,,,,,
,,,,,,,,,,,528,11530,SO61286,4.99,,,,,,,,,
,,,,,,,,,,,214,11530,SO66447,34.99,,,,,,,,,
,,,,,,,,,,,465,11530,SO66447,24.49,,,,,,,,,
,,,,,,,,,,,535,11530,SO66844,24.99,,,,,,,,,
,,,,,,,,,,,480,11530,SO66844,2.29,,,,,,,,,
,,,,,,,,,,,530,11530,SO67654,4.99,,,,,,,,,
,,,,,,,,,,,217,11530,SO67654,34.99,,,,,,,,,
,,,,,,,,,,,476,11530,SO68114,69.99,,,,,,,,,
,,,,,,,,,,,237,11530,SO74194,49.99,,,,,,,,,
,,,,,,,,,,,363,11531,SO52453,2294.99,,,,,,,,,
,,,,,,,,,,,480,11531,SO52453,2.29,,,,,,,,,
,,,,,,,,,,,480,11532,SO55689,2.29,,,,,,,,,
,,,,,,,,,,,537,11532,SO74059,35,,,,,,,,,
,,,,,,,,,,,528,11532,SO74059,4.99,,,,,,,,,
,,,,,,,,,,,480,11532,SO74059,2.29,,,,,,,,,
,,,,,,,,,,,480,11533,SO57966,2.29,,,,,,,,,
,,,,,,,,,,,537,11533,SO74548,35,,,,,,,,,
,,,,,,,,,,,359,11534,SO52762,2294.99,,,,,,,,,
,,,,,,,,,,,485,11534,SO52762,21.98,,,,,,,,,
,,,,,,,,,,,465,11534,SO52762,24.49,,,,,,,,,
,,,,,,,,,,,363,11535,SO54468,2294.99,,,,,,,,,
,,,,,,,,,,,485,11535,SO54468,21.98,,,,,,,,,
,,,,,,,,,,,478,11535,SO54468,9.99,,,,,,,,,
,,,,,,,,,,,477,11535,SO54468,4.99,,,,,,,,,
,,,,,,,,,,,482,11535,SO54468,8.99,,,,,,,,,
